id,chr,type,stage,duplicate_1,duplicate_2,duplicate_3,mean,sd
GG6AChr2FK1,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK10,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK11,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK13,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK14,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK15,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK16,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK17,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK18,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK19,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK2,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK20,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK21,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK22,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK23,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK24,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK25,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK26,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK27,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK28,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK29,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK3,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK30,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK7,chr2,FK,E9D,0,0,NA,0,0
GG6AChr2FK8,chr2,FK,E9D,0,0,NA,0,0
GG6AChr6BKJ,chr6,BKJ,E9D,0,0,NA,0,0
GG6AChr7FK,chr7,FK,E9D,0,0,NA,0,0
GG6A_Chr6_BKJ,chr6,BKJ,E9E,0,0,NA,0,0
GG6AChr10FK6,chr10,FK,E9E,0,0,NA,0,0
GG6AChr1FK1,chr1,FK,E9E,0,0,NA,0,0
GG6AChr25Claw10,chr25,claw,E9E,0,0,NA,0,0
GG6AChr25Claw11,chr25,claw,E9E,0,0,NA,0,0
GG6AChr25Claw13,chr25,claw,E9E,0,0,NA,0,0
GG6AChr25Claw4,chr25,claw,E9E,0,0,NA,0,0
GG6AChr25Claw6,chr25,claw,E9E,0,0,NA,0,0
GG6AChr25Claw8,chr25,claw,E9E,0,0,NA,0,0
GG6AChr25FL4,chr25,FL,E9E,0,0,NA,0,0
GG6AChr25Ktn1,chr25,ktn,E9E,0,0,NA,0,0
GG6AChr25Ktn10,chr25,ktn,E9E,0,0,NA,0,0
GG6AChr25Ktn14,chr25,ktn,E9E,0,0,NA,0,0
GG6AChr25Ktn3,chr25,ktn,E9E,0,0,NA,0,0
GG6AChr25Ktn4,chr25,ktn,E9E,0,0,NA,0,0
GG6AChr25Ktn5,chr25,ktn,E9E,0,0,NA,0,0
GG6AChr25Ktn6,chr25,ktn,E9E,0,0,NA,0,0
GG6AChr25Ktn7,chr25,ktn,E9E,0,0,NA,0,0
GG6AChr25Ktn8,chr25,ktn,E9E,0,0,NA,0,0
GG6AChr25Scale10,chr25,scale,E9E,0,0,NA,0,0
GG6AChr25Scale11,chr25,scale,E9E,0,0,NA,0,0
GG6AChr25Scale12,chr25,scale,E9E,0,0,NA,0,0
GG6AChr25Scale14,chr25,scale,E9E,0,0,NA,0,0
GG6AChr25Scale19,chr25,scale,E9E,0,0,NA,0,0
GG6AChr25Scale21,chr25,scale,E9E,0,0,NA,0,0
GG6AChr25Scale3,chr25,scale,E9E,0,0,NA,0,0
GG6AChr25Scale4,chr25,scale,E9E,0,0,NA,0,0
GG6AChr25Scale6,chr25,scale,E9E,0,0,NA,0,0
GG6AChr25Scale8,chr25,scale,E9E,0,0,NA,0,0
GG6AChr25Scale9,chr25,scale,E9E,0,0,NA,0,0
GG6AChr27FK10,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK15,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK17,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK2,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK20,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK28,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK34,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK37,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK39,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK4,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK46,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK49,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK60,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK65,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK66,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK67,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK68,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK7,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK70,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK71,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK72,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK73,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK74,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK75,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK76,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK81,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK83,chr27,FK,E9E,0,0,NA,0,0
GG6AChr27FK85,chr27,FK,E9E,0,0,NA,0,0
GG6AChr2FK1,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK10,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK11,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK13,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK14,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK15,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK16,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK17,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK18,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK19,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK2,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK21,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK23,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK24,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK25,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK26,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK27,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK3,chr2,FK,E9E,0,0,NA,0,0
GG6AChr2FK7,chr2,FK,E9E,0,0,NA,0,0
GG6AChr6BKJ,chr6,BKJ,E9E,0,0,NA,0,0
GG6AChr7FK,chr7,FK,E9E,0,0,NA,0,0
GG6AChr25Ktn5,chr25,ktn,E14F,0,0,NA,0,0
GG6AChr27FK10,chr27,FK,E14F,0,0,NA,0,0
GG6AChr27FK20,chr27,FK,E14F,0,0,NA,0,0
GG6AChr27FK49,chr27,FK,E14F,0,0,NA,0,0
GG6AChr27FK68,chr27,FK,E14F,0,0,NA,0,0
GG6AChr27FK83,chr27,FK,E14F,0,0,NA,0,0
GG6AChr2FK10,chr2,FK,E14F,0,0,NA,0,0
GG6AChr2FK20,chr2,FK,E14F,0,0,NA,0,0
GG6AChr2FK21,chr2,FK,E14F,0,0,NA,0,0
GG6AChr2FK24,chr2,FK,E14F,0,0,NA,0,0
GG6AChr2FK25,chr2,FK,E14F,0,0,NA,0,0
GG6AChr2FK9,chr2,FK,E14F,0,0,NA,0,0
GG6AChr7FK,chr7,FK,E14F,0,0,NA,0,0
GG6A_Chr6_BKJ,chr6,BKJ,D3,0,0,0,0,0
GG6AChr25Claw1,chr25,claw,D3,0,0,0,0,0
GG6AChr25Claw10,chr25,claw,D3,0,0,0,0,0
GG6AChr25Claw11,chr25,claw,D3,0,0,0,0,0
GG6AChr25Claw12,chr25,claw,D3,0,0,0,0,0
GG6AChr25Claw2,chr25,claw,D3,0,0,0,0,0
GG6AChr25FK2,chr25,FK,D3,0,0,0,0,0
GG6AChr25FK9,chr25,FK,D3,0,0,0,0,0
GG6AChr25FL3,chr25,FL,D3,0,0,0,0,0
GG6AChr25FL4,chr25,FL,D3,0,0,0,0,0
GG6AChr25Ktn14,chr25,ktn,D3,0,0,0,0,0
GG6AChr25Ktn4,chr25,ktn,D3,0,0,0,0,0
GG6AChr25Ktn5,chr25,ktn,D3,0,0,0,0,0
GG6AChr25Scale9,chr25,scale,D3,0,0,0,0,0
GG6AChr27FK10,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK20,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK44,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK49,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK5,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK50,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK57,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK6,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK60,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK62,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK65,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK66,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK67,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK68,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK69,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK7,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK70,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK71,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK72,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK73,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK74,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK75,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK76,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK80,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK81,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK82,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK83,chr27,FK,D3,0,0,0,0,0
GG6AChr27FK85,chr27,FK,D3,0,0,0,0,0
GG6AChr2FK1,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK10,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK11,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK14,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK17,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK19,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK2,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK20,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK21,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK22,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK23,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK24,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK25,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK26,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK27,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK7,chr2,FK,D3,0,0,0,0,0
GG6AChr2FK8,chr2,FK,D3,0,0,0,0,0
GG6A_Chr6_BKJ,chr6,BKJ,D4,0,0,0,0,0
GG6AChr10FK6,chr10,FK,D4,0,0,0,0,0
GG6AChr25FK2,chr25,FK,D4,0,0,0,0,0
GG6AChr25FK9,chr25,FK,D4,0,0,0,0,0
GG6AChr25Ktn4,chr25,ktn,D4,0,0,0,0,0
GG6AChr27FK10,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK20,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK49,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK5,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK50,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK51,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK53,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK54,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK56,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK57,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK58,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK60,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK61,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK62,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK63,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK65,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK66,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK67,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK68,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK69,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK7,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK71,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK72,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK73,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK74,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK75,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK76,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK77,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK78,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK8,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK80,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK81,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK83,chr27,FK,D4,0,0,0,0,0
GG6AChr27FK85,chr27,FK,D4,0,0,0,0,0
GG6AChr2FK1,chr2,FK,D4,0,0,0,0,0
GG6AChr2FK10,chr2,FK,D4,0,0,0,0,0
GG6AChr2FK11,chr2,FK,D4,0,0,0,0,0
GG6AChr2FK17,chr2,FK,D4,0,0,0,0,0
GG6AChr2FK18,chr2,FK,D4,0,0,0,0,0
GG6AChr2FK19,chr2,FK,D4,0,0,0,0,0
GG6AChr2FK2,chr2,FK,D4,0,0,0,0,0
GG6AChr2FK20,chr2,FK,D4,0,0,0,0,0
GG6AChr2FK21,chr2,FK,D4,0,0,0,0,0
GG6AChr2FK23,chr2,FK,D4,0,0,0,0,0
GG6AChr2FK24,chr2,FK,D4,0,0,0,0,0
GG6AChr2FK26,chr2,FK,D4,0,0,0,0,0
GG6AChr6BKJ,chr6,BKJ,D4,0,0,0,0,0
GG6AChr10FK5,chr10,FK,D5,0,0,0,0,0
GG6AChr25Claw9,chr25,claw,D5,0,0,0,0,0
GG6AChr25FK14,chr25,FK,D5,0,0,0,0,0
GG6AChr25FK2,chr25,FK,D5,0,0,0,0,0
GG6AChr25FK4,chr25,FK,D5,0,0,0,0,0
GG6AChr25FK5,chr25,FK,D5,0,0,0,0,0
GG6AChr25FK6,chr25,FK,D5,0,0,0,0,0
GG6AChr25FL3,chr25,FL,D5,0,0,0,0,0
GG6AChr25Ktn4,chr25,ktn,D5,0,0,0,0,0
GG6AChr27FK10,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK20,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK45,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK47,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK49,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK5,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK50,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK54,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK55,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK56,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK57,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK58,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK6,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK60,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK62,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK64,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK65,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK66,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK67,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK68,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK71,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK73,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK74,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK75,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK76,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK77,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK78,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK8,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK80,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK81,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK83,chr27,FK,D5,0,0,0,0,0
GG6AChr27FK85,chr27,FK,D5,0,0,0,0,0
GG6AChr2FK1,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK10,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK11,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK14,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK15,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK16,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK17,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK19,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK2,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK20,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK21,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK23,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK24,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK25,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK26,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK27,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK3,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK7,chr2,FK,D5,0,0,0,0,0
GG6AChr2FK8,chr2,FK,D5,0,0,0,0,0
GG6AChr6BKJ,chr6,BKJ,D5,0,0,0,0,0
GG6AChr7FK,chr7,FK,D5,0,0,0,0,0
GG6AChr27FK10,chr27,FK,D6,0,0,0,0,0
GG6AChr27FK20,chr27,FK,D6,0,0,0,0,0
GG6AChr27FK49,chr27,FK,D6,0,0,0,0,0
GG6AChr2FK1,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK10,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK11,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK14,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK16,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK17,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK18,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK19,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK2,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK20,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK21,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK23,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK24,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK26,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK27,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK3,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK7,chr2,FK,D6,0,0,0,0,0
GG6AChr2FK8,chr2,FK,D6,0,0,0,0,0
GG6AChr25Ktn4,chr25,ktn,D7,0,0,0,0,0
GG6AChr27FK20,chr27,FK,D7,0,0,0,0,0
GG6AChr27FK49,chr27,FK,D7,0,0,0,0,0
GG6AChr2FK10,chr2,FK,D7,0,0,0,0,0
GG6AChr2FK24,chr2,FK,D7,0,0,0,0,0
GG6AChr7FK,chr7,FK,D7,0,0,0,0,0
GG6AChr25Claw1,chr25,claw,E9D,0.001426,0,NA,0.000713,0.000713
GG6AChr2FK3,chr2,FK,E12F,0.004884,0,NA,0.002442,0.002442
GG6AChr25Ktn4,chr25,ktn,E14F,0,0.006108,NA,0.003054,0.003054
GG6AChr27FK61,chr27,FK,D5,0,0.010066,0,0.003355333,0.004745158
GG6AChr27FK37,chr27,FK,E7E,0.006711,0,NA,0.0033555,0.0033555
GG6AChr27FK43,chr27,FK,E7E,0.006837,0,NA,0.0034185,0.0034185
GG6AChr25Scale1,chr25,scale,E9E,0.007574,0,NA,0.003787,0.003787
GG6AChr2FK3,chr2,FK,D4,0,0.011953,0,0.003984333,0.005634698
GG6AChr27FK22,chr27,FK,E7E,0,0.008024,NA,0.004012,0.004012
GG6AChr27FK34,chr27,FK,E7E,0.00887,0,NA,0.004435,0.004435
GG6AChr25Ktn9,chr25,ktn,E9E,0.00964,0,NA,0.00482,0.00482
GG6AChr27FK47,chr27,FK,D4,0,0,0.014494,0.004831333,0.006832537
GG6AChr2FK13,chr2,FK,D4,0,0.015831,0,0.005277,0.007462805
GG6AChr2FK13,chr2,FK,D3,0,0.016744,0,0.005581333,0.007893197
GG6AChr27FK17,chr27,FK,D4,0,0,0.018,0.006,0.008485281
GG6AChr25Scale7,chr25,scale,E9D,0,0.012515,NA,0.0062575,0.0062575
GG6AChr25Scale5,chr25,scale,E9D,0,0.012786,NA,0.006393,0.006393
GG6AChr2FK18,chr2,FK,D3,0,0.020606,0,0.006868667,0.009713762
GG6AChr2FK11,chr2,FK,E7E,0,0.014021,NA,0.0070105,0.0070105
GG6AChr2FK22,chr2,FK,D4,0.021205,0,0,0.007068333,0.009996133
GG6AChr2FK27,chr2,FK,D4,0.021205,0,0,0.007068333,0.009996133
GG6AChr2FK11,chr2,FK,D7,0,0.021222,0,0.007074,0.010004147
GG6AChr27FK1,chr27,FK,E9D,0.01424,0,NA,0.00712,0.00712
GG6AChr27FK12,chr27,FK,E9D,0.01424,0,NA,0.00712,0.00712
GG6AChr2FK18,chr2,FK,D5,0,0.021582,0,0.007194,0.010173852
GG6AChr2FK16,chr2,FK,D4,0,0.023209,0,0.007736333,0.010940828
GG6AChr2FK16,chr2,FK,E7E,0.015768,0,NA,0.007884,0.007884
GG6AChr25Scale11,chr25,scale,D3,0,0.02416,0,0.008053333,0.011389133
GG6AChr2FK25,chr2,FK,D6,0,0,0.024226,0.008075333,0.011420246
GG6AChr27FK50,chr27,FK,E9E,0.018608,0,NA,0.009304,0.009304
GG6AChr2FK26,chr2,FK,E7D,0.019131,0,NA,0.0095655,0.0095655
GG6AChr27FK28,chr27,FK,E12F,0,0.020237,NA,0.0101185,0.0101185
GG6AChr2FK17,chr2,FK,E14F,0.020794,0,NA,0.010397,0.010397
GG6AChr2FK15,chr2,FK,E12F,0,0.021633,NA,0.0108165,0.0108165
GG6AChr25Scale7,chr25,scale,E7E,0.021973,0,NA,0.0109865,0.0109865
GG6AChr27FK14,chr27,FK,D3,0,0.033808,0,0.011269333,0.015937244
GG6AChr25Ktn4,chr25,ktn,D6,0,0.033982,0,0.011327333,0.016019268
GG6AChr27FK44,chr27,FK,E9D,0.022784,0,NA,0.011392,0.011392
GG6AChr2FK26,chr2,FK,D7,0.003939,0,0.030626,0.011521667,0.013604181
GG6AChr2FK22,chr2,FK,D5,0,0.034843,0,0.011614333,0.016425148
GG6AChr27FK30,chr27,FK,E9D,0.023468,0,NA,0.011734,0.011734
GG6AChr27FK44,chr27,FK,E9E,0.023611,0,NA,0.0118055,0.0118055
GG6AChr27FK26,chr27,FK,E7E,0,0.024572,NA,0.012286,0.012286
GG6AChr2FK5,chr2,FK,E9D,0,0.02494,NA,0.01247,0.01247
GG6AChr25Scale14,chr25,scale,E7E,0.025404,0,NA,0.012702,0.012702
GG6AChr7FK,chr7,FK,E7D,0.025833,0,NA,0.0129165,0.0129165
GG6AChr25Scale7,chr25,scale,E9E,0.026209,0,NA,0.0131045,0.0131045
GG6AChr2FK18,chr2,FK,E12F,0,0.027102,NA,0.013551,0.013551
GG6AChr2FK6,chr2,FK,E9D,0,0.027297,NA,0.0136485,0.0136485
GG6AChr25Claw6,chr25,claw,E7D,0,0.027603,NA,0.0138015,0.0138015
GG6AChr25Ktn1,chr25,ktn,E14F,0.00331,0.024611,NA,0.0139605,0.0106505
GG6AChr27FK35,chr27,FK,E7D,0,0.028606,NA,0.014303,0.014303
GG6AChr27FK25,chr27,FK,E7D,0,0.028642,NA,0.014321,0.014321
GG6AChr2FK26,chr2,FK,E14F,0.022584,0.007354,NA,0.014969,0.007615
GG6AChr2FK16,chr2,FK,E14F,0.024466,0.006061,NA,0.0152635,0.0092025
GG6AChr27FK18,chr27,FK,D3,0,0.048693,0,0.016231,0.0229541
GG6AChr2FK27,chr2,FK,E16F,0,0.032839,NA,0.0164195,0.0164195
GG6AChr2FK8,chr2,FK,E9E,0.033011,0,NA,0.0165055,0.0165055
GG6AChr2FK12,chr2,FK,E9D,0,0.033253,NA,0.0166265,0.0166265
GG6AChr25Claw14,chr25,claw,E7D,0,0.033778,NA,0.016889,0.016889
GG6AChr27FK3,chr27,FK,E9D,0.03431,0,NA,0.017155,0.017155
GG6AChr27FK32,chr27,FK,E9E,0.034429,0,NA,0.0172145,0.0172145
GG6AChr27FK9,chr27,FK,E9D,0,0.034436,NA,0.017218,0.017218
GG6AChr27FK42,chr27,FK,D5,0,0.051696,0,0.017232,0.024369728
GG6AChr2FK9,chr2,FK,E7E,0,0.034644,NA,0.017322,0.017322
GG6AChr27FK3,chr27,FK,E7D,0.034777,0,NA,0.0173885,0.0173885
GG6AChr2FK28,chr2,FK,E12F,0,0.036256,NA,0.018128,0.018128
GG6AChr27FK56,chr27,FK,D3,0.055008,0,0,0.018336,0.02593102
GG6AChr2FK22,chr2,FK,D6,0,0.055158,0,0.018386,0.026001731
GG6AChr2FK11,chr2,FK,E14F,0.037212,0,NA,0.018606,0.018606
GG6AChr2FK12,chr2,FK,E9E,0.037215,0,NA,0.0186075,0.0186075
GG6AChr27FK64,chr27,FK,D4,0,0.056401,0,0.018800333,0.026587686
GG6AChr2FK8,chr2,FK,E7E,0.038204,0,NA,0.019102,0.019102
GG6AChr27FK69,chr27,FK,E9E,0.038611,0,NA,0.0193055,0.0193055
GG6AChr27FK48,chr27,FK,D3,0,0.058958,0,0.019652667,0.027793068
GG6AChr2FK23,chr2,FK,E7E,0.013723,0.027827,NA,0.020775,0.007052
GG6AChr27FK14,chr27,FK,D5,0.062609,0,0,0.020869667,0.029514166
GG6AChr27FK31,chr27,FK,E12F,0,0.041945,NA,0.0209725,0.0209725
GG6AChr2FK13,chr2,FK,E7E,0,0.041972,NA,0.020986,0.020986
GG6AChr2FK8,chr2,FK,D4,0,0.066273,0,0.022091,0.031241392
GG6AChr2FK3,chr2,FK,D3,0,0,0.066825,0.022275,0.031501607
GG6AChr2FK22,chr2,FK,E9E,0,0.045464,NA,0.022732,0.022732
GG6AChr27FK68,chr27,FK,D6,0,0,0.068228,0.022742667,0.032162988
GG6AChr27FK21,chr27,FK,E9D,0.045577,0,NA,0.0227885,0.0227885
GG6AChr25FL4,chr25,FL,E9D,0.046747,0,NA,0.0233735,0.0233735
GG6AChr27FK32,chr27,FK,E9D,0,0.047126,NA,0.023563,0.023563
GG6AChr27FK22,chr27,FK,E9D,0.047593,0,NA,0.0237965,0.0237965
